product brand,product name,price,store name
Unknown,Red Leaf Lettuce,3.99,"Lonsdale, Vancouver"
Unknown,Organic Carrots Bunched,4.99,"Lonsdale, Vancouver"
Unknown,"Fresh Dill, Baby",3.99,"Lonsdale, Vancouver"
Unknown,French Beans,5.99,"Lonsdale, Vancouver"
Unknown,Radish,3.99,"Lonsdale, Vancouver"
Unknown,Organic Rainbow Swiss Chard,4.99,"Lonsdale, Vancouver"
Unknown,Radishes,2.69,"Lonsdale, Vancouver"
Unknown,French Bean,8.99,"Lonsdale, Vancouver"
Unknown,Fennel,5.99,"Lonsdale, Vancouver"
President's Choice,Kale Slaw,4.49,"Lonsdale, Vancouver"
Gourmet Garden,Paste Italian Herbs,5.99,"Lonsdale, Vancouver"
PC Organics,Organic Broccoli,6.99,"Lonsdale, Vancouver"
President's Choice,Cauliflower Slaw,4.49,"Lonsdale, Vancouver"
Bolthouse,Amazing Mango,9.99,"Lonsdale, Vancouver"
No Name,Naturally Imperfect Limes,5.99,"Lonsdale, Vancouver"
Bolthouse,Strawberry Banana,6.99,"Lonsdale, Vancouver"
Well,Cold Pressed Juice C Well,5.99,"Lonsdale, Vancouver"
President's Choice,Caesar Salad Chop Kit,6.99,"Lonsdale, Vancouver"
Unknown,Yellow Peaches,3.08,"Lonsdale, Vancouver"
PC Organics,Organic Tomato On The Vine Red (1 Bunch),7.92,"Lonsdale, Vancouver"
Marzetti,"Veggie Dip, Ranch",5.99,"Lonsdale, Vancouver"
Farmer's Market,Carrots 5lb Bag,6.99,"Lonsdale, Vancouver"
Unknown,Lemongrass,1.99,"Lonsdale, Vancouver"
Unknown,Popeye Select Spinach,11.99,"Lonsdale, Vancouver"
Farmer's Market,Red Grapefruit,7.99,"Lonsdale, Vancouver"
PC Organics,Organics Baby Cut Carrots,6.79,"Lonsdale, Vancouver"
Unknown,"Plantains, Single",1.16,"Lonsdale, Vancouver"
Remedy,Kombucha Wild Berry,5.99,"Lonsdale, Vancouver"
Well,Ink. Lemonade Charcoal,5.99,"Lonsdale, Vancouver"
Unknown,Fresh Banana Strawberry Smoothie,5.99,"Lonsdale, Vancouver"
President's Choice,Jalapeno Hot Peppers,5.99,"Lonsdale, Vancouver"
Bolthouse,Blue Goodness,6.99,"Lonsdale, Vancouver"
Bolthouse,Red Goodness,6.99,"Lonsdale, Vancouver"
The Little Potato Company,Microwave Ready Savoury Herb Potatoes,4.99,"Lonsdale, Vancouver"
Unknown,Rhubarb,5.99,"Lonsdale, Vancouver"
Unknown,Green Swiss Chard,4.99,"Lonsdale, Vancouver"
Unknown,Organic Leeks,6.99,"Lonsdale, Vancouver"
PC Organics,Organic Asparagus,6.99,"Lonsdale, Vancouver"
Unknown,Organic Green Kale,4.99,"Lonsdale, Vancouver"
Unknown,Romaine Lettuce,3.99,"Lonsdale, Vancouver"
Unknown,Purple Eggplants,3.76,"Lonsdale, Vancouver"
Unknown,"Cabbage, Green",6.27,"Lonsdale, Vancouver"
Unknown,"Organic English Cucumber, Pack of 2",6.99,"Lonsdale, Vancouver"
Unknown,Red Cabbage,5.84,"Lonsdale, Vancouver"
PC Organics,Organic Rosemary,3.29,"Lonsdale, Vancouver"
Unknown,Organic Rainbow Carrots,5.99,"Lonsdale, Vancouver"
Unknown,Pitted Honey Dates,7.99,"Lonsdale, Vancouver"
President's Choice,Mandarin Oranges,6.99,"Lonsdale, Vancouver"
President's Choice,Tarragon,3.29,"Lonsdale, Vancouver"
PC Organics,Baby Arugula,4.99,"Lonsdale, Vancouver"
Unknown,Cremini Mushrooms,0.36,"Lonsdale, Vancouver"
Marzetti,"Veggie Dip, Southwest Ranch",5.99,"Lonsdale, Vancouver"
President's Choice,Salad Kit Chopped Sesame Wonton,6.99,"Lonsdale, Vancouver"
President's Choice,Bacon Caesar Chop Salad Kit,6.99,"Lonsdale, Vancouver"
President's Choice,Barbecue Ranch Chopped Salad Kit,6.99,"Lonsdale, Vancouver"
Unknown,Kiwis,1.09,"Lonsdale, Vancouver"
Marzetti,"Fruit Dip, Cream Cheese",5.99,"Lonsdale, Vancouver"
Farmer's Market,Lemons 3lb Bag,7.99,"Lonsdale, Vancouver"
Unknown,LoBok (Daikon Radish),3.28,"Lonsdale, Vancouver"
Unknown,"Bananas, Bunch",1.75,"Mclaughlin, Toronto"
Unknown,English Cucumber,1.29,"Mclaughlin, Toronto"
Unknown,Red Seedless Watermelon,7.99,"Mclaughlin, Toronto"
Unknown,Green Onion,1.49,"Mclaughlin, Toronto"
Unknown,Red Cherries,7.83,"Mclaughlin, Toronto"
Unknown,Asparagus,5.19,"Mclaughlin, Toronto"
Unknown,Tomato On The Vine Red (1 Bunch),2.33,"Mclaughlin, Toronto"
Unknown,"Romaine Heart, 3 Pack",2.99,"Mclaughlin, Toronto"
Unknown,Tomato Beefsteak Red,1.47,"Mclaughlin, Toronto"
Unknown,Lettuce Iceberg,3.99,"Mclaughlin, Toronto"
Unknown,Avocados Bag,5.99,"Mclaughlin, Toronto"
Farmer's Market,English Cucumber 3Ct,3.49,"Mclaughlin, Toronto"
Unknown,Lemon,0.99,"Mclaughlin, Toronto"
Farmer's Market,Yellow Onions,2.99,"Mclaughlin, Toronto"
Unknown,Strawberries 2LB,8.99,"Mclaughlin, Toronto"
Unknown,Red Peppers,2.11,"Mclaughlin, Toronto"
Unknown,Celery Stalks,4.99,"Mclaughlin, Toronto"
Unknown,Red Onion,2.19,"Mclaughlin, Toronto"
Unknown,Zucchini,1.66,"Mclaughlin, Toronto"
Unknown,"Bi-Colour Corn, Corn on the Cob",0.99,"Mclaughlin, Toronto"
Unknown,Limes,0.99,"Mclaughlin, Toronto"
Unknown,Green Seedless Grapes,13.47,"Mclaughlin, Toronto"
Unknown,Cauliflower,4.99,"Mclaughlin, Toronto"
Unknown,Cilantro,2.69,"Mclaughlin, Toronto"
PC Organics,"Organic Bananas, Bunch",2.88,"Mclaughlin, Toronto"
Farmer's Market,Grape Tomatoes,3.99,"Mclaughlin, Toronto"
Unknown,Bartlett Pears,1.38,"Mclaughlin, Toronto"
Unknown,Blueberries 1 pint,5.99,"Mclaughlin, Toronto"
Unknown,Sweet Green Peppers,2.46,"Mclaughlin, Toronto"
Unknown,Roma Tomatoes,0.66,"Mclaughlin, Toronto"
Unknown,Broccoli Crowns,3.34,"Mclaughlin, Toronto"
Farmer's Market,Carrots,3.99,"Mclaughlin, Toronto"
Unknown,Royal Gala Apples,1.15,"Mclaughlin, Toronto"
Farmer's Market,Corn On The Cob,4.99,"Mclaughlin, Toronto"
Unknown,Mango,2.99,"Mclaughlin, Toronto"
Unknown,Broccoli,3.99,"Mclaughlin, Toronto"
Unknown,Ginger,1.85,"Mclaughlin, Toronto"
Farmer's Market,Mini Cucumbers,4.99,"Mclaughlin, Toronto"
Farmer's Market,Russet Potatoes,5.99,"Mclaughlin, Toronto"
Unknown,Cantaloupe,5.99,"Mclaughlin, Toronto"
President's Choice,Ontario Greenhouse-Grown Strawberries,5.99,"Mclaughlin, Toronto"
Rooster,"Garlic Bulbs, 3-count",1.29,"Mclaughlin, Toronto"
Unknown,Sweet Potato,2.49,"Mclaughlin, Toronto"
Unknown,Organic Dates,6.99,"Mclaughlin, Toronto"
Unknown,Dried Porcini Mushrooms,5.99,"Mclaughlin, Toronto"
Paramount,"Wonderful Pistachios, Sweet Chili",6.49,"Mclaughlin, Toronto"
Greenhouse,"Raw, Organic Juice Farma-C",7.99,"Mclaughlin, Toronto"
PC Organics,Organics Whole Oyster Mushrooms,3.99,"Mclaughlin, Toronto"
Unknown,Premium Chicken BLT,9.0,"Mclaughlin, Toronto"
President's Choice,Poblano Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,"Fresh Apple, Carrot, Beet, Lemon Juice",13.0,"Mclaughlin, Toronto"
Unknown,Italian Parsley,2.69,"Mclaughlin, Toronto"
PC Organics,Organics Field Greens Salad Mix,6.99,"Mclaughlin, Toronto"
President's Choice,Yellow Potatoes,6.99,"Mclaughlin, Toronto"
Unknown,Red Anjou Pears,1.54,"Mclaughlin, Toronto"
Unknown,Nectarines,2.16,"Mclaughlin, Toronto"
Greenhouse,Fiery Ginger Juice,14.99,"Mclaughlin, Toronto"
Unknown,Tamarinds,5.99,"Mclaughlin, Toronto"
Unknown,Baby Corn,5.99,"Mclaughlin, Toronto"
Unknown,Small Cubed Cantaloupe,6.0,"Mclaughlin, Toronto"
President's Choice,Mixed Little Gems,4.99,"Mclaughlin, Toronto"
Unknown,Shishito Peppers,4.99,"Mclaughlin, Toronto"
President's Choice,Anaheim Hot Peppers,4.99,"Mclaughlin, Toronto"
PC Organics,Organic Red Potatoes,7.99,"Mclaughlin, Toronto"
Greenhouse,Organic Dairy Free Shake Rococoa,7.99,"Mclaughlin, Toronto"
President's Choice,Baby Spinach,6.49,"Mclaughlin, Toronto"
Unknown,Jicama,3.99,"Mclaughlin, Toronto"
PC Organics,Organic Black Oyster Whole Mushrooms,3.99,"Mclaughlin, Toronto"
President's Choice,Dill,2.99,"Mclaughlin, Toronto"
President's Choice,Oregano,2.99,"Mclaughlin, Toronto"
Unknown,Sweet Kale Salad Family Size,17.0,"Mclaughlin, Toronto"
Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",7.0,"Mclaughlin, Toronto"
Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,"Mclaughlin, Toronto"
PC Organics,Organic Lemons,6.99,"Mclaughlin, Toronto"
Unknown,Greek Salad Family Size,17.0,"Mclaughlin, Toronto"
Unknown,Large House Salad,12.0,"Mclaughlin, Toronto"
Unknown,Turmeric,4.32,"Mclaughlin, Toronto"
President's Choice,Spring Herb Vinagrette Pouch,0.59,"Mclaughlin, Toronto"
Unknown,Black Figs,1.29,"Mclaughlin, Toronto"
Unknown,Large House Cheddar Salad,12.0,"Mclaughlin, Toronto"
Unknown,Organic Mango,2.99,"Mclaughlin, Toronto"
Farmer's Market,Ambrosia Apples,8.99,"Mclaughlin, Toronto"
Tiffany Gates,Good Ol' Macaroni Salad,2.29,"Mclaughlin, Toronto"
Greenhouse,Plant-Based Collagen Booster Glow,3.99,"Mclaughlin, Toronto"
President's Choice,Blackberries,4.99,"Mclaughlin, Toronto"
President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,"Mclaughlin, Toronto"
Farmer's Market,Empire Apples,5.99,"Mclaughlin, Toronto"
Unknown,Seedless Watermelon Halves,7.0,"Mclaughlin, Toronto"
Paramount,No shell BBQ Pistachios,8.99,"Mclaughlin, Toronto"
PC Organics,Gala Apples,1.94,"Mclaughlin, Toronto"
No Name,Naturally Imperfect Lemons 3lb Bag,5.99,"Mclaughlin, Toronto"
Unknown,Cobb Salad with Cheddar Chips,9.0,"Mclaughlin, Toronto"
Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,"Mclaughlin, Toronto"
Unknown,"Morel Mushrooms, Dried",12.99,"Mclaughlin, Toronto"
Unknown,Turkish Pearl Couscous Salad,5.61,"Mclaughlin, Toronto"
President's Choice,Yellow Hot Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,"Veggie Platter, Small",14.0,"Mclaughlin, Toronto"
Aurora,Roasted Chestnuts,2.99,"Mclaughlin, Toronto"
PC Organics,Organic Green Beans,6.99,"Mclaughlin, Toronto"
President's Choice,Pencil Hot Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,"Southwestern Chicken Salad, Family Size",17.0,"Mclaughlin, Toronto"
Unknown,Dates Medjool,14.99,"Mclaughlin, Toronto"
Unknown,Premium Chicken Caesar Salad,9.0,"Mclaughlin, Toronto"
Unknown,"Cubed Kiwi & Strawberries, Small",6.0,"Mclaughlin, Toronto"
Farmer's Market,Mango Red 3Ct,4.99,"Mclaughlin, Toronto"
Unknown,"Peppers, Mini",5.99,"Mclaughlin, Toronto"
President's Choice,Sea Salt Pistachios,7.99,"Mclaughlin, Toronto"
PC Organics,Organics Whole Cremini Mushrooms,3.69,"Mclaughlin, Toronto"
Unknown,Original Greek Acropolis Salad,5.73,"Mclaughlin, Toronto"
Unknown,Physalis (Gooseberries),4.99,"Mclaughlin, Toronto"
PC Organics,Organic Broccoli Florets,6.99,"Mclaughlin, Toronto"
Unknown,The Built,12.0,"Mclaughlin, Toronto"
Taylor Farms,"Chopped Salad Kit, Dill Pickle",6.99,"Mclaughlin, Toronto"
Unknown,Long Eggplants (1Pack),12.76,"Mclaughlin, Toronto"
Unknown,Greek Yogurt Parfait,5.0,"Mclaughlin, Toronto"
Unknown,Roasted Corn & Pepper Quinoa,9.62,"Mclaughlin, Toronto"
Unknown,Premium Garden Veg Romaine,9.0,"Mclaughlin, Toronto"
Tiffany Gates,Mexican Street Corn Salad,5.7,"Mclaughlin, Toronto"
President's Choice,Live Lettuce Boston,3.49,"Mclaughlin, Toronto"
Unknown,Baby Eggplants (1 pack),2.77,"Mclaughlin, Toronto"
Tiffany Gates,Greek Quinoa Salad Kit,1.99,"Mclaughlin, Toronto"
Unknown,Pineapple Cubed Small,6.0,"Mclaughlin, Toronto"
GoodLeaf,Spicy Mustard Medley,4.79,"Mclaughlin, Toronto"
Unknown,Organic Dried Figs,5.99,"Mclaughlin, Toronto"
Farmer's Market,Mini Potato Trio,7.99,"Mclaughlin, Toronto"
Aurora,Dried Turkish Figs,2.99,"Mclaughlin, Toronto"
PC Organics,Organics Baby Spinach,6.99,"Mclaughlin, Toronto"
PC Organics,Organic White Stuffer Mushrooms,5.99,"Mclaughlin, Toronto"
PC Organics,Organic Peppers Mini 227G,6.99,"Mclaughlin, Toronto"
PC Organics,Organic Mushroom Umami Mix,4.99,"Mclaughlin, Toronto"
President's Choice,Fingerling Potatoes,4.99,"Mclaughlin, Toronto"
Marzetti,Chocolate Dip Original,1.5,"Mclaughlin, Toronto"
Unknown,Large Caesar Salad,12.0,"Mclaughlin, Toronto"
PC Organics,Organic King Oyster Sliced Mushrooms,5.99,"Mclaughlin, Toronto"
Unknown,Lebanese Tabbouleh Salad,8.47,"Mclaughlin, Toronto"
Tiffany Gates,"Cauliflower, Kale & Cranberry Salad",2.29,"Mclaughlin, Toronto"
Unknown,Pineapple Cubed Large,10.0,"Mclaughlin, Toronto"
Unknown,Cubanelle Peppers,1.87,"Mclaughlin, Toronto"
Unknown,Garden Salad Mini,5.0,"Mclaughlin, Toronto"
Unknown,Pink Lady Apples,1.61,"Mclaughlin, Toronto"
Greenhouse,Pick-Me-Up For Energy Multipack,14.99,"Mclaughlin, Toronto"
Unknown,Red Seeded Watermelon,12.99,"Mclaughlin, Toronto"
Unknown,Cactus Pears 12X4ct,3.99,"Mclaughlin, Toronto"
President's Choice,Fresh Poultry Herb Blend,2.99,"Mclaughlin, Toronto"
Unknown,Cold Pressed Lemonade,6.0,"Mclaughlin, Toronto"
Taylor Farms,Broccoli Crunch Salad Kit,6.99,"Mclaughlin, Toronto"
Unknown,McIntosh Apples,1.1,"Mclaughlin, Toronto"
President's Choice,Coleslaw,3.49,"Mclaughlin, Toronto"
Greenhouse,Organic Booster Inside Job,3.99,"Mclaughlin, Toronto"
Unknown,Organic Dried Dates,5.99,"Mclaughlin, Toronto"
Dole,Sunflower Bacon Crunch Chopped Salad Kit,6.99,"Mclaughlin, Toronto"
Unknown,Organic Cantaloupe,6.99,"Mclaughlin, Toronto"
Unknown,Deluxe Bean Salad,5.5,"Mclaughlin, Toronto"
PC Organics,Sliced and Whole Bistro Blend Mushrooms,6.99,"Mclaughlin, Toronto"
Unknown,Organic Oregano Potted,3.99,"Mclaughlin, Toronto"
Unknown,Genuine Coconut Organic Coconut Topping,6.99,"Mclaughlin, Toronto"
Unknown,Golden Figs,5.99,"Mclaughlin, Toronto"
No Name,"Raw, Unsalted Pumpkin Seeds",2.29,"Mclaughlin, Toronto"
Unknown,Honey Pitted Dates,4.99,"Mclaughlin, Toronto"
Marzetti,Southwest Ranch Veggie Dip,1.49,"Mclaughlin, Toronto"
Fresh Attitude,Caesar Salad with Toppings Single Sized,5.99,"Mclaughlin, Toronto"
Unknown,"Chinese Carrots, Jumbo",3.26,"Mclaughlin, Toronto"
PC Organics,"Avocados, Bag",6.99,"Mclaughlin, Toronto"
Unknown,Raspberry Pint,7.99,"Mclaughlin, Toronto"
Unknown,Organic Grape Tomatoes,9.99,"Mclaughlin, Toronto"
Unknown,The Chop,12.0,"Mclaughlin, Toronto"
Loop,Early Bird Smoothie,8.99,"Mclaughlin, Toronto"
Unknown,Ginger & Lime Infused Lemonade ,6.0,"Mclaughlin, Toronto"
President's Choice,Broccoli Florets,4.99,"Mclaughlin, Toronto"
Unknown,Flavour Burst Sungold Golden Kiwi,7.99,"Mclaughlin, Toronto"
Greenhouse,Organic Booster Lullaby,3.99,"Mclaughlin, Toronto"
Unknown,Red Beets,1.04,"Mclaughlin, Toronto"
Farmer's Market,Grape Tomato 907G,6.99,"Mclaughlin, Toronto"
PC Organics,Organics Multicolour Carrots,5.99,"Mclaughlin, Toronto"
Marzetti,Marzetti Chocolate Dip 250g,5.99,"Mclaughlin, Toronto"
Unknown,Premium Greek Classic,9.0,"Mclaughlin, Toronto"
Unknown,Russet Potato,2.36,"Mclaughlin, Toronto"
PC Organics,Organics Yellow Onions,4.99,"Mclaughlin, Toronto"
PC Organics,Arugula & Baby Spinach Salad Mix,4.99,"Mclaughlin, Toronto"
Greenhouse,Organic Shake Vanilla Almond Brekky,7.99,"Mclaughlin, Toronto"
Greenhouse,Ginger Tumeric Kombucha,4.99,"Mclaughlin, Toronto"
Unknown,Gold Cored Pineapple,6.99,"Mclaughlin, Toronto"
Unknown,"Mucci, Sundrops Tomato",3.99,"Mclaughlin, Toronto"
Renees,"Sweet Onion Vinaigrette, Pouch",0.59,"Mclaughlin, Toronto"
Love Beets,Cooked Beets,4.99,"Mclaughlin, Toronto"
President's Choice,Yellow Mini Potatoes,4.99,"Mclaughlin, Toronto"
President's Choice,Apple Cider Vin Pouch 45 Ml,0.59,"Mclaughlin, Toronto"
Unknown,Mini Medjools Sweet & Salty Almond,7.99,"Mclaughlin, Toronto"
PC Blue Menu,Unsalted California Pistachios,10.99,"Mclaughlin, Toronto"
Unknown,Cello Spinach,4.99,"Mclaughlin, Toronto"
Unknown,Honeycrisp Apples,1.32,"Mclaughlin, Toronto"
Unknown,Romaine Salad Family Size,15.0,"Mclaughlin, Toronto"
President's Choice,Sweet Baby Lettuce,4.99,"Mclaughlin, Toronto"
Unknown,Pearl Onion,2.99,"Mclaughlin, Toronto"
Unknown,Chick Pea/Artichoke/Sundried Tomato Salad,7.79,"Mclaughlin, Toronto"
Unknown,"Manzano Bananas, Bunch",3.78,"Mclaughlin, Toronto"
Unknown,Organic Thai Basil Potted,3.99,"Mclaughlin, Toronto"
Unknown,Okra (1 pack),5.08,"Mclaughlin, Toronto"
Unknown,Organic Dried Apricots,5.99,"Mclaughlin, Toronto"
President's Choice,Baby Arugula Spinach Blend,4.99,"Mclaughlin, Toronto"
POM Wonderful,Pomegranate Juice,9.99,"Mclaughlin, Toronto"
PC Organics,Organic Ginger,3.99,"Mclaughlin, Toronto"
Unknown,Rutabaga,4.52,"Mclaughlin, Toronto"
Paramount,"Pistachios, Salt & Pepper",6.49,"Mclaughlin, Toronto"
PC Organics,Organic Baby King Oyster Mushrooms,5.99,"Mclaughlin, Toronto"
Greenhouse,Organic Booster Farma-C+,3.99,"Mclaughlin, Toronto"
Unknown,Mini Greek Salad,5.0,"Mclaughlin, Toronto"
Unknown,Chayote Squash,7.69,"Mclaughlin, Toronto"
Unknown,Blackberries 1 pint,8.99,"Mclaughlin, Toronto"
Unknown,Butternut Squash,12.38,"Mclaughlin, Toronto"
GoodLeaf,Micro Arugula,4.79,"Mclaughlin, Toronto"
Unknown,Star Fruit,2.99,"Mclaughlin, Toronto"
Unknown,Organic Spaghetti Squash,11.8,"Mclaughlin, Toronto"
Unknown,Cheddar and Bacon Potato Salad,2.29,"Mclaughlin, Toronto"
Unknown,Grilled Chicken Caesar Salad,2.29,"Mclaughlin, Toronto"
Farmer's Market,Spartan Apples,7.99,"Mclaughlin, Toronto"
PC Organics,"Mushroom White, Sliced",3.69,"Mclaughlin, Toronto"
Unknown,Large Organic Pineapple,5.99,"Mclaughlin, Toronto"
Eat Smart,Sweet Kale Salad Kit,5.99,"Mclaughlin, Toronto"
Unknown,"Fresh Orange, Spinach, Kale, Celery Juice",13.0,"Mclaughlin, Toronto"
Unknown,White Flesh Nectarine,1.85,"Mclaughlin, Toronto"
President's Choice,Cocktail Tomatoes,4.99,"Mclaughlin, Toronto"
Unknown,"Sonata, Sweet Mini Peppers",3.99,"Mclaughlin, Toronto"
Unknown,Halo Mandarin,9.99,"Mclaughlin, Toronto"
Earthbound Farms Organic,Chop Honey Citrus Salad,7.49,"Mclaughlin, Toronto"
Unknown,"Red Bananas, Bunch",3.74,"Mclaughlin, Toronto"
President's Choice,Live Lettuce Tri Mix - 1 Unit,3.99,"Mclaughlin, Toronto"
PC Organics,Organic Field Greens & Baby Spinach - Salad Mix,6.99,"Mclaughlin, Toronto"
Unknown,Hami Melons,14.75,"Mclaughlin, Toronto"
Unknown,"Taro Root, Medium",16.46,"Mclaughlin, Toronto"
Unknown,Jamaican Ginger,4.05,"Mclaughlin, Toronto"
Unknown,Banana Oatmeal Granola Parfait with Mixed Berries,5.0,"Mclaughlin, Toronto"
Unknown,Chicken Caesar Salad Family Size,17.0,"Mclaughlin, Toronto"
President's Choice,Spring Mix,6.49,"Mclaughlin, Toronto"
Unknown,Jamaican Sweet Potatoes,5.28,"Mclaughlin, Toronto"
Unknown,Large Greek Salad,12.0,"Mclaughlin, Toronto"
Tiffany Gates,Potato Salad New Orleans,2.29,"Mclaughlin, Toronto"
Unknown,Yellow Yams,6.05,"Mclaughlin, Toronto"
PC Organics,Gala Apples 3Lb Bag,9.99,"Mclaughlin, Toronto"
Unknown,Yellow Dragon Fruit,5.99,"Mclaughlin, Toronto"
PC Organics,Granny Smith Apples 3Lb Bag,11.99,"Mclaughlin, Toronto"
Bolthouse,"Juice, 100% Pomegranate",9.99,"Mclaughlin, Toronto"
Unknown,Chicken Caesar Salad Mini,5.0,"Mclaughlin, Toronto"
POM Wonderful,100% Pomegranate Juice,6.99,"Mclaughlin, Toronto"
Unknown,Large Chicken Caesar Salad,12.0,"Mclaughlin, Toronto"
Unknown,Granadilla,2.49,"Mclaughlin, Toronto"
PC Organics,Organic Bartlett Pears,1.76,"Mclaughlin, Toronto"
Unknown,Garlic Bulbs,6.49,"Mclaughlin, Toronto"
President's Choice,Mixed Greens,4.49,"Mclaughlin, Toronto"
Unknown,Honeydew Slices,6.0,"Mclaughlin, Toronto"
President's Choice,Romaine Salad,4.49,"Mclaughlin, Toronto"
Unknown,White Peaches,2.31,"Mclaughlin, Toronto"
Bolthouse,Berry Boost,6.99,"Mclaughlin, Toronto"
Unknown,Bard Valley Natural Delights Pitted Medjool Dates,9.99,"Mclaughlin, Toronto"
Unknown,Coconut Rolled Medjool Dates,8.99,"Mclaughlin, Toronto"
President's Choice,Red Thai Hot Peppers,4.99,"Mclaughlin, Toronto"
President's Choice,Loads Of Garlic Caesar Salad Kit,6.99,"Mclaughlin, Toronto"
Unknown,Indian Okra,4.1,"Mclaughlin, Toronto"
Unknown,Organic Sage,3.99,"Mclaughlin, Toronto"
President's Choice,Rosemary,2.99,"Mclaughlin, Toronto"
Unknown,Mini Seedless Watermelon,5.99,"Mclaughlin, Toronto"
President's Choice,Thyme,2.99,"Mclaughlin, Toronto"
Unknown,Jalapeno Peppers,0.55,"Mclaughlin, Toronto"
Wholly Guacamole,Classic Bowl,5.99,"Mclaughlin, Toronto"
Unknown,Strawberry Parfait,5.0,"Mclaughlin, Toronto"
Unknown,Broccoli Cashew Crunch Salad,2.29,"Mclaughlin, Toronto"
Unknown,Dried Turkish Apricots,3.49,"Mclaughlin, Toronto"
Unknown,Organic Red Onions,5.49,"Mclaughlin, Toronto"
Dole,Chop Chop Kit Teriyaki Pineapple,6.99,"Mclaughlin, Toronto"
Unknown,Cobb with Cheddar Salad Mini,5.0,"Mclaughlin, Toronto"
Unknown,Caribbean Avocado,3.99,"Mclaughlin, Toronto"
President's Choice,Balsamic Vinaigrette Pouch,0.59,"Mclaughlin, Toronto"
PC Organics,Organics Portobello Mushroom Caps,5.99,"Mclaughlin, Toronto"
Unknown,Red Prince Apple,9.99,"Mclaughlin, Toronto"
President's Choice,Salted California Pistachios,5.99,"Mclaughlin, Toronto"
Unknown,Apricots,0.92,"Mclaughlin, Toronto"
Unknown,Shallots,5.99,"Mclaughlin, Toronto"
PC Organics,Organics Whole Button Cremini Mushrooms,3.99,"Mclaughlin, Toronto"
GoodLeaf,Good Leaf Baby Arugula,5.99,"Mclaughlin, Toronto"
Unknown,Premium Taco Salad,9.0,"Mclaughlin, Toronto"
Farmer's Market,Greenhouse Peppers,5.99,"Mclaughlin, Toronto"
Farmer's Market,Ataulfo Mangoes 3 Count,4.99,"Mclaughlin, Toronto"
Dole,Chop Chop Kit Tropical Thai,6.99,"Mclaughlin, Toronto"
President's Choice,Caesar Salad Kit,7.99,"Mclaughlin, Toronto"
President's Choice,Axiany Cherry Tomatoes,5.99,"Mclaughlin, Toronto"
Unknown,Premium Caesar Salad,9.0,"Mclaughlin, Toronto"
Unknown,"Garlic, Peeled",3.49,"Mclaughlin, Toronto"
Farmer's Market,Granny Smith Apples,9.99,"Mclaughlin, Toronto"
President's Choice,Scotch Bonnet Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,Forelle Pears,1.21,"Mclaughlin, Toronto"
Unknown,Matchstick Carrots,2.99,"Mclaughlin, Toronto"
Farmer's Market,Carrot Chips,2.99,"Mclaughlin, Toronto"
Paramount,"Pistachios, Roasted & Unsalted",6.49,"Mclaughlin, Toronto"
Unknown,White Potatoes,2.37,"Mclaughlin, Toronto"
President's Choice,Ruby Little Gems Potatoes,4.99,"Mclaughlin, Toronto"
Bolthouse,Amazing Mango,6.99,"Mclaughlin, Toronto"
Greenhouse,Ultraviolet Organic Kombucha,9.99,"Mclaughlin, Toronto"
Greenhouse,Fiery Ginger,3.99,"Mclaughlin, Toronto"
Unknown,Deluxe Neptune Salad,2.29,"Mclaughlin, Toronto"
Unknown,Eddoes,1.32,"Mclaughlin, Toronto"
Unknown,"Bio Raw, Fiesta",12.0,"Mclaughlin, Toronto"
President's Choice,Basil,2.99,"Mclaughlin, Toronto"
PC Organics,Organic White Mushrooms,3.69,"Mclaughlin, Toronto"
President's Choice,Greek Vinaigrette Pouch,0.59,"Mclaughlin, Toronto"
Unknown,Japanese Yams,6.26,"Mclaughlin, Toronto"
Paramount,Pistachios No Shells Honey Roasted,8.99,"Mclaughlin, Toronto"
Sunrich,Sun Rich Sliced Red Apples,6.0,"Mclaughlin, Toronto"
Paramount,"No shell Pistachios, Sea Salt & Vinegar",8.99,"Mclaughlin, Toronto"
PC Organics,Organic Cremini Mushrooms,8.99,"Mclaughlin, Toronto"
PC Organics,Organics Sliced Portobello Mushrooms,5.99,"Mclaughlin, Toronto"
Unknown,Alphonso mango,5.99,"Mclaughlin, Toronto"
Farmer's Market,Sweet Potatoes,5.99,"Mclaughlin, Toronto"
Greenhouse,Lime Herbal Kombucha,4.99,"Mclaughlin, Toronto"
Unknown,Vero Tomato,6.99,"Mclaughlin, Toronto"
Unknown,Caesar Salad Family Size,17.0,"Mclaughlin, Toronto"
No Name,"Raw, Unsalted Sunflower Seeds",2.29,"Mclaughlin, Toronto"
PC Organics,Organic Button White Mushrooms,3.99,"Mclaughlin, Toronto"
President's Choice,Mint,2.99,"Mclaughlin, Toronto"
Unknown,Cassava,3.73,"Mclaughlin, Toronto"
President's Choice,Red Potatoes,5.99,"Mclaughlin, Toronto"
