,product brand,product name,price,store name
703,Unknown,"Pineapple Vegetable Kebab, 4 pack",10.0,"Lonsdale, Vancouver"
10123,Unknown,"Pineapple Vegetable Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
9536,Unknown,Pineapple Orange Raspberry Juice,6.0,"Brewery Dist, Edmonton"
4135,Unknown,Pineapple Cubed Small,6.0,"Mclaughlin, Toronto"
14201,Unknown,Pineapple Cubed Small,6.0,"Mcarthur, Ottawa"
9851,Unknown,Pineapple Cubed Small,6.0,"Brewery Dist, Edmonton"
433,Unknown,Pineapple Cubed Small,6.0,"Lonsdale, Vancouver"
279,Unknown,Pineapple Cubed Large,10.0,"Lonsdale, Vancouver"
14213,Unknown,Pineapple Cubed Large,10.0,"Mcarthur, Ottawa"
4150,Unknown,Pineapple Cubed Large,10.0,"Mclaughlin, Toronto"
9860,Unknown,Pineapple Cubed Large,10.0,"Brewery Dist, Edmonton"
10118,Unknown,Pineapple,5.99,"Brewery Dist, Edmonton"
6822,Unknown,Pineapple,5.49,"Mclaughlin, Toronto"
684,Unknown,Pineapple,5.99,"Lonsdale, Vancouver"
16906,Unknown,Pineapple,5.49,"Mcarthur, Ottawa"
3979,Unknown,Physalis (Gooseberries),4.99,"Mclaughlin, Toronto"
14046,Unknown,Physalis (Gooseberries),4.99,"Mcarthur, Ottawa"
3975,Unknown,"Peppers, Mini",5.99,"Mclaughlin, Toronto"
9695,Unknown,"Peppers, Mini",4.99,"Brewery Dist, Edmonton"
16405,Unknown,Pearl Onion,2.99,"Mcarthur, Ottawa"
4401,Unknown,Pearl Onion,2.99,"Mclaughlin, Toronto"
8053,Unknown,Peaches,2.47,"Mclaughlin, Toronto"
18129,Unknown,Peaches,2.47,"Mcarthur, Ottawa"
129,Unknown,Passion Fruit,2.49,"Lonsdale, Vancouver"
9544,Unknown,Passion Fruit,2.49,"Brewery Dist, Edmonton"
13910,Unknown,Passion Fruit,1.99,"Mcarthur, Ottawa"
1692,Unknown,Parsnips 2lb Bag,6.49,"Lonsdale, Vancouver"
11544,Unknown,Parsnips 2lb Bag,6.49,"Brewery Dist, Edmonton"
8037,Unknown,Parsnips 1lb Bag,5.99,"Mclaughlin, Toronto"
18114,Unknown,Parsnips 1lb Bag,5.99,"Mcarthur, Ottawa"
13810,Unknown,Parsnip,1.92,"Mcarthur, Ottawa"
17477,Unknown,Papaya,5.71,"Mcarthur, Ottawa"
2605,Unknown,Papaya,7.14,"Lonsdale, Vancouver"
7401,Unknown,Papaya,5.71,"Mclaughlin, Toronto"
12539,Unknown,Papaya,7.14,"Brewery Dist, Edmonton"
3978,Unknown,Original Greek Acropolis Salad,5.73,"Mclaughlin, Toronto"
14045,Unknown,Original Greek Acropolis Salad,5.73,"Mcarthur, Ottawa"
18805,Unknown,"Organic, Red Kale",4.99,"Mcarthur, Ottawa"
8718,Unknown,"Organic, Red Kale",4.99,"Mclaughlin, Toronto"
4404,Unknown,Organic Thai Basil Potted,3.99,"Mclaughlin, Toronto"
8729,Unknown,Organic Swiss Chard Greens,4.99,"Mclaughlin, Toronto"
18806,Unknown,Organic Swiss Chard Greens,4.99,"Mcarthur, Ottawa"
6325,Unknown,Organic Strawberries 1 LB,6.99,"Mclaughlin, Toronto"
10104,Unknown,Organic Strawberries 1 LB,8.99,"Brewery Dist, Edmonton"
16889,Unknown,Organic Strawberries 1 LB,6.99,"Mcarthur, Ottawa"
675,Unknown,Organic Strawberries 1 LB,8.99,"Lonsdale, Vancouver"
4669,Unknown,Organic Spaghetti Squash,11.8,"Mclaughlin, Toronto"
10401,Unknown,Organic Spaghetti Squash,13.77,"Brewery Dist, Edmonton"
986,Unknown,Organic Spaghetti Squash,13.77,"Lonsdale, Vancouver"
5023,Unknown,Organic Sage,3.99,"Mclaughlin, Toronto"
8724,Unknown,Organic Rosemary Potted,3.99,"Mclaughlin, Toronto"
5032,Unknown,Organic Red Onions,5.49,"Mclaughlin, Toronto"
977,Unknown,Organic Raspberries 1/2 pint,6.49,"Lonsdale, Vancouver"
14480,Unknown,Organic Raspberries 1/2 pint,5.99,"Mcarthur, Ottawa"
10129,Unknown,Organic Raspberries 1/2 pint,6.49,"Brewery Dist, Edmonton"
12566,Unknown,Organic Rainbow Swiss Chard,4.99,"Brewery Dist, Edmonton"
18098,Unknown,Organic Rainbow Swiss Chard,4.99,"Mcarthur, Ottawa"
7442,Unknown,Organic Rainbow Swiss Chard,4.99,"Mclaughlin, Toronto"
2627,Unknown,Organic Rainbow Swiss Chard,4.99,"Lonsdale, Vancouver"
3154,Unknown,Organic Rainbow Carrots,5.99,"Lonsdale, Vancouver"
13749,Unknown,Organic Rainbow Carrots,5.99,"Brewery Dist, Edmonton"
8720,Unknown,Organic Rainbow Carrots,5.99,"Mclaughlin, Toronto"
4169,Unknown,Organic Oregano Potted,3.99,"Mclaughlin, Toronto"
6842,Unknown,Organic Mint Potted,3.99,"Mclaughlin, Toronto"
2118,Unknown,Organic Medjool Dates,11.99,"Lonsdale, Vancouver"
13138,Unknown,Organic Medjool Dates,11.99,"Brewery Dist, Edmonton"
18773,Unknown,Organic Medjool Dates,11.99,"Mcarthur, Ottawa"
8694,Unknown,Organic Medjool Dates,11.99,"Mclaughlin, Toronto"
9462,Unknown,Organic Mango,3.49,"Brewery Dist, Edmonton"
3831,Unknown,Organic Mango,2.99,"Mclaughlin, Toronto"
18797,Unknown,Organic Leeks,5.99,"Mcarthur, Ottawa"
8710,Unknown,Organic Leeks,5.99,"Mclaughlin, Toronto"
13740,Unknown,Organic Leeks,6.99,"Brewery Dist, Edmonton"
3144,Unknown,Organic Leeks,6.99,"Lonsdale, Vancouver"
7397,Unknown,Organic Italian Parsley,3.99,"Mclaughlin, Toronto"
18104,Unknown,Organic Iceberg Lettuce,4.99,"Mcarthur, Ottawa"
12570,Unknown,Organic Iceberg Lettuce,4.99,"Brewery Dist, Edmonton"
2620,Unknown,Organic Iceberg Lettuce,4.99,"Lonsdale, Vancouver"
7437,Unknown,Organic Iceberg Lettuce,4.99,"Mclaughlin, Toronto"
11123,Unknown,Organic Green Kiwi,5.99,"Brewery Dist, Edmonton"
3146,Unknown,Organic Green Kale,4.99,"Lonsdale, Vancouver"
8714,Unknown,Organic Green Kale,4.99,"Mclaughlin, Toronto"
18802,Unknown,Organic Green Kale,4.99,"Mcarthur, Ottawa"
13743,Unknown,Organic Green Kale,4.99,"Brewery Dist, Edmonton"
18106,Unknown,Organic Green Dandelion,4.99,"Mcarthur, Ottawa"
8030,Unknown,Organic Green Dandelion,4.99,"Mclaughlin, Toronto"
13747,Unknown,Organic Green Cabbage,11.53,"Brewery Dist, Edmonton"
8728,Unknown,Organic Green Cabbage,7.68,"Mclaughlin, Toronto"
14242,Unknown,Organic Grape Tomatoes,9.99,"Mcarthur, Ottawa"
4179,Unknown,Organic Grape Tomatoes,9.99,"Mclaughlin, Toronto"
18790,Unknown,Organic Gold Beet Bunch,5.99,"Mcarthur, Ottawa"
18107,Unknown,Organic French Beans,6.49,"Mcarthur, Ottawa"
8031,Unknown,Organic French Beans,6.49,"Mclaughlin, Toronto"
17468,Unknown,Organic Fennel,6.99,"Mcarthur, Ottawa"
13755,Unknown,"Organic English Cucumber, Pack of 2",6.99,"Brewery Dist, Edmonton"
3151,Unknown,"Organic English Cucumber, Pack of 2",6.99,"Lonsdale, Vancouver"
18103,Unknown,Organic English Cucumber,3.99,"Mcarthur, Ottawa"
7435,Unknown,Organic English Cucumber,3.99,"Mclaughlin, Toronto"
4137,Unknown,Organic Dried Figs,5.99,"Mclaughlin, Toronto"
4164,Unknown,Organic Dried Dates,5.99,"Mclaughlin, Toronto"
4408,Unknown,Organic Dried Apricots,5.99,"Mclaughlin, Toronto"
3745,Unknown,Organic Dates,6.99,"Mclaughlin, Toronto"
697,Unknown,Organic Curly Parsley,3.99,"Lonsdale, Vancouver"
16922,Unknown,Organic Curly Parsley,3.99,"Mcarthur, Ottawa"
6838,Unknown,Organic Curly Parsley,3.99,"Mclaughlin, Toronto"
8732,Unknown,Organic Collard Greens,4.99,"Mclaughlin, Toronto"
8059,Unknown,Organic Carrots Bunched,4.99,"Mclaughlin, Toronto"
13126,Unknown,Organic Carrots Bunched,4.99,"Brewery Dist, Edmonton"
18759,Unknown,Organic Carrots Bunched,4.99,"Mcarthur, Ottawa"
2622,Unknown,Organic Carrots Bunched,4.99,"Lonsdale, Vancouver"
9875,Unknown,Organic Cantaloupe,6.99,"Brewery Dist, Edmonton"
4166,Unknown,Organic Cantaloupe,6.99,"Mclaughlin, Toronto"
8024,Unknown,Organic Brussel Sprouts,6.99,"Mclaughlin, Toronto"
12567,Unknown,Organic Brussel Sprouts,9.99,"Brewery Dist, Edmonton"
12545,Unknown,Organic Blackberries,6.49,"Brewery Dist, Edmonton"
17483,Unknown,Organic Blackberries,5.99,"Mcarthur, Ottawa"
699,Unknown,Organic Blackberries,6.49,"Lonsdale, Vancouver"
6863,Unknown,Organic Black Kale,4.99,"Mclaughlin, Toronto"
17470,Unknown,Organic Black Kale,4.99,"Mcarthur, Ottawa"
18112,Unknown,Organic Beet Bunch,5.99,"Mcarthur, Ottawa"
7440,Unknown,Organic Beet Bunch,5.99,"Mclaughlin, Toronto"
6844,Unknown,Organic Bartlett Pears,8.99,"Mclaughlin, Toronto"
11129,Unknown,Oranges Wedges,7.0,"Brewery Dist, Edmonton"
9541,Unknown,Orange Wedges Small,5.0,"Brewery Dist, Edmonton"
13905,Unknown,Orange Wedges Small,5.0,"Mcarthur, Ottawa"
44,Unknown,Orange Juice,12.0,"Lonsdale, Vancouver"
962,Unknown,Orange Juice,7.0,"Lonsdale, Vancouver"
9459,Unknown,Orange Juice,12.0,"Brewery Dist, Edmonton"
9694,Unknown,Orange Juice,6.0,"Brewery Dist, Edmonton"
47,Unknown,"Onions, Medium",30.49,"Lonsdale, Vancouver"
4406,Unknown,Okra (1 pack),5.08,"Mclaughlin, Toronto"
2141,Unknown,Okra,1.21,"Lonsdale, Vancouver"
11574,Unknown,Okra,1.21,"Brewery Dist, Edmonton"
9523,Unknown,"Neptune Crab Salad, Mini",5.0,"Brewery Dist, Edmonton"
14032,Unknown,Nectarines,2.16,"Mcarthur, Ottawa"
3805,Unknown,Nectarines,2.16,"Mclaughlin, Toronto"
466,Unknown,"Navel Orange, Medium",2.24,"Lonsdale, Vancouver"
9890,Unknown,"Navel Orange, Medium",2.24,"Brewery Dist, Edmonton"
678,Unknown,Navel Orange,2.31,"Lonsdale, Vancouver"
6333,Unknown,Navel Orange,2.31,"Mclaughlin, Toronto"
16897,Unknown,Navel Orange,2.31,"Mcarthur, Ottawa"
10111,Unknown,Navel Orange,2.31,"Brewery Dist, Edmonton"
10732,Unknown,"Mushroom Kebab, 4 pack",10.0,"Brewery Dist, Edmonton"
9678,Unknown,"Mushroom Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
14038,Unknown,"Mushroom Kebab, 2 pack",6.0,"Mcarthur, Ottawa"
14453,Unknown,"Mucci, Sundrops Tomato",3.99,"Mcarthur, Ottawa"
4389,Unknown,"Mucci, Sundrops Tomato",3.99,"Mclaughlin, Toronto"
3952,Unknown,"Morel Mushrooms, Dried",12.99,"Mclaughlin, Toronto"
14027,Unknown,"Morel Mushrooms, Dried",12.99,"Mcarthur, Ottawa"
10384,Unknown,Mixed Melon Cubed Large,10.0,"Brewery Dist, Edmonton"
970,Unknown,Mixed Melon Cubed Large,10.0,"Lonsdale, Vancouver"
14741,Unknown,Mixed Melon Cubed Large,10.0,"Mcarthur, Ottawa"
13144,Unknown,Mixed Fruit Parfait,5.0,"Brewery Dist, Edmonton"
2125,Unknown,Mixed Fruit Parfait,5.0,"Lonsdale, Vancouver"
18777,Unknown,Mixed Fruit Parfait,5.0,"Mcarthur, Ottawa"
10105,Unknown,Mixed Dried Mushrooms,5.99,"Brewery Dist, Edmonton"
676,Unknown,Mixed Dried Mushrooms,5.99,"Lonsdale, Vancouver"
16891,Unknown,Mixed Dried Mushrooms,5.99,"Mcarthur, Ottawa"
10748,Unknown,Mixed Cut Peppers,6.0,"Brewery Dist, Edmonton"
1331,Unknown,Mixed Cut Peppers,6.0,"Lonsdale, Vancouver"
9674,Unknown,Mixed Berry Juice,12.0,"Brewery Dist, Edmonton"
9548,Unknown,Mixed Berry Blend,6.0,"Brewery Dist, Edmonton"
12022,Unknown,"Mint, Fresh",1.99,"Brewery Dist, Edmonton"
6318,Unknown,"Mint, Fresh",1.99,"Mclaughlin, Toronto"
10740,Unknown,Mini Seedless Watermelon,7.99,"Brewery Dist, Edmonton"
5025,Unknown,Mini Seedless Watermelon,5.99,"Mclaughlin, Toronto"
15090,Unknown,Mini Seedless Watermelon,5.99,"Mcarthur, Ottawa"
1323,Unknown,Mini Seedless Watermelon,7.99,"Lonsdale, Vancouver"
718,Unknown,Mini Mexican Beef Taco Salad,5.0,"Lonsdale, Vancouver"
14730,Unknown,Mini Mexican Beef Taco Salad,5.0,"Mcarthur, Ottawa"
10091,Unknown,Mini Medjools Sweet & Salty Almond,8.99,"Brewery Dist, Edmonton"
14462,Unknown,Mini Medjools Sweet & Salty Almond,7.99,"Mcarthur, Ottawa"
4395,Unknown,Mini Medjools Sweet & Salty Almond,7.99,"Mclaughlin, Toronto"
15880,Unknown,Mini Medjools Organic Cranberry Pistachio,9.99,"Mcarthur, Ottawa"
11532,Unknown,Mini Medjools Organic Cranberry Pistachio,11.99,"Brewery Dist, Edmonton"
715,Unknown,Mini Greek Salad,5.0,"Lonsdale, Vancouver"
4416,Unknown,Mini Greek Salad,5.0,"Mclaughlin, Toronto"
14042,Unknown,Mini Garden Cheddar Salad,5.0,"Mcarthur, Ottawa"
9696,Unknown,Mini Garden Cheddar Salad,5.0,"Brewery Dist, Edmonton"
15087,Unknown,Mini Cucumbers,5.99,"Mcarthur, Ottawa"
11098,Unknown,Mini Cobb Salad,5.0,"Brewery Dist, Edmonton"
16895,Unknown,"Mini Bananas, Bunch",2.17,"Mcarthur, Ottawa"
6332,Unknown,"Mini Bananas, Bunch",2.17,"Mclaughlin, Toronto"
1711,Unknown,"Mexican Style Beef Taco Salad, Family Size",19.0,"Lonsdale, Vancouver"
672,Unknown,"Mediterranean Tuna Salad, Mini",5.0,"Lonsdale, Vancouver"
10101,Unknown,"Mediterranean Tuna Salad, Mini",5.0,"Brewery Dist, Edmonton"
111,Unknown,McIntosh Apples 3lb Bag,6.99,"Lonsdale, Vancouver"
9522,Unknown,McIntosh Apples 3lb Bag,6.99,"Brewery Dist, Edmonton"
14224,Unknown,McIntosh Apples,1.1,"Mcarthur, Ottawa"
4161,Unknown,McIntosh Apples,1.1,"Mclaughlin, Toronto"
5394,Unknown,Matchstick Carrots,2.99,"Mclaughlin, Toronto"
10103,Unknown,"Marinated Tofu Kebab, 4-Pack",10.0,"Brewery Dist, Edmonton"
11114,Unknown,"Marinated Tofu Kebab, 2-Pack",6.0,"Brewery Dist, Edmonton"
4403,Unknown,"Manzano Bananas, Bunch",3.78,"Mclaughlin, Toronto"
9871,Unknown,Mango Spears,8.0,"Brewery Dist, Edmonton"
966,Unknown,Mango Fruit Parfait,5.0,"Lonsdale, Vancouver"
13799,Unknown,Mango,2.99,"Mcarthur, Ottawa"
3735,Unknown,Mango,2.99,"Mclaughlin, Toronto"
9869,Unknown,Mandarin Oranges,2.25,"Brewery Dist, Edmonton"
14745,Unknown,Lunch Size Veg and Dip 600G,8.0,"Mcarthur, Ottawa"
10389,Unknown,Lunch Size Veg and Dip 600G,8.0,"Brewery Dist, Edmonton"
14049,Unknown,Long Eggplants (1Pack),12.76,"Mcarthur, Ottawa"
3983,Unknown,Long Eggplants (1Pack),12.76,"Mclaughlin, Toronto"
10102,Unknown,Long Eggplants,1.92,"Brewery Dist, Edmonton"
673,Unknown,Long Eggplants,1.92,"Lonsdale, Vancouver"
19490,Unknown,LoBok (Daikon Radish),3.09,"Mcarthur, Ottawa"
8740,Unknown,LoBok (Daikon Radish),3.09,"Mclaughlin, Toronto"
3699,Unknown,LoBok (Daikon Radish),3.28,"Lonsdale, Vancouver"
13761,Unknown,LoBok (Daikon Radish),3.28,"Brewery Dist, Edmonton"
13785,Unknown,Limes,0.99,"Mcarthur, Ottawa"
9436,Unknown,Limes,0.99,"Brewery Dist, Edmonton"
3721,Unknown,Limes,0.99,"Mclaughlin, Toronto"
20,Unknown,Limes,0.99,"Lonsdale, Vancouver"
16923,Unknown,Lettuce Little Gem,5.99,"Mcarthur, Ottawa"
6839,Unknown,Lettuce Little Gem,5.99,"Mclaughlin, Toronto"
3710,Unknown,Lettuce Iceberg,3.99,"Mclaughlin, Toronto"
9426,Unknown,Lettuce Iceberg,3.99,"Brewery Dist, Edmonton"
13775,Unknown,Lettuce Iceberg,3.99,"Mcarthur, Ottawa"
10,Unknown,Lettuce Iceberg,3.99,"Lonsdale, Vancouver"
12580,Unknown,Lemongrass,1.99,"Brewery Dist, Edmonton"
3126,Unknown,Lemongrass,1.99,"Lonsdale, Vancouver"
16386,Unknown,"Lemon Grass, 2 Pack",2.99,"Mcarthur, Ottawa"
6295,Unknown,"Lemon Grass, 2 Pack",2.99,"Mclaughlin, Toronto"
12,Unknown,Lemon,0.99,"Lonsdale, Vancouver"
13778,Unknown,Lemon,0.99,"Mcarthur, Ottawa"
9428,Unknown,Lemon,0.99,"Brewery Dist, Edmonton"
3713,Unknown,Lemon,0.99,"Mclaughlin, Toronto"
12025,Unknown,Leeks,6.99,"Brewery Dist, Edmonton"
16404,Unknown,Leeks,5.99,"Mcarthur, Ottawa"
2145,Unknown,Leeks,6.99,"Lonsdale, Vancouver"
6321,Unknown,Leeks,5.99,"Mclaughlin, Toronto"
14211,Unknown,Lebanese Tabbouleh Salad,8.47,"Mcarthur, Ottawa"
4148,Unknown,Lebanese Tabbouleh Salad,8.47,"Mclaughlin, Toronto"
16899,Unknown,Lavender & Elderflower Infused Lemonade,6.0,"Mcarthur, Ottawa"
6335,Unknown,Lavender & Elderflower Infused Lemonade,6.0,"Mclaughlin, Toronto"
1329,Unknown,Large Steak & Egg Salad,13.0,"Lonsdale, Vancouver"
15095,Unknown,Large Steak & Egg Salad,13.0,"Mcarthur, Ottawa"
10746,Unknown,Large Steak & Egg Salad,13.0,"Brewery Dist, Edmonton"
13135,Unknown,Large Shrimp & Bacon Caesar Salad,13.0,"Brewery Dist, Edmonton"
2123,Unknown,Large Shrimp & Bacon Caesar Salad,13.0,"Lonsdale, Vancouver"
15077,Unknown,Large Organic Pineapple,5.99,"Mcarthur, Ottawa"
4679,Unknown,Large Organic Pineapple,5.99,"Mclaughlin, Toronto"
9858,Unknown,Large Neptune Crab Salad,13.0,"Brewery Dist, Edmonton"
450,Unknown,Large Mexican Style Beef Taco Salad,13.0,"Lonsdale, Vancouver"
14226,Unknown,Large Mexican Style Beef Taco Salad,13.0,"Mcarthur, Ottawa"
9868,Unknown,Large Mexican Style Beef Taco Salad,13.0,"Brewery Dist, Edmonton"
9552,Unknown,Large Mediterranean Tuna Salad,13.0,"Brewery Dist, Edmonton"
10731,Unknown,Large Lobster Club Salad,17.0,"Brewery Dist, Edmonton"
9525,Unknown,Large House Salad,12.0,"Brewery Dist, Edmonton"
13876,Unknown,Large House Salad,12.0,"Mcarthur, Ottawa"
101,Unknown,Large House Salad,12.0,"Lonsdale, Vancouver"
3825,Unknown,Large House Salad,12.0,"Mclaughlin, Toronto"
9526,Unknown,Large House Cheddar Salad,12.0,"Brewery Dist, Edmonton"
13879,Unknown,Large House Cheddar Salad,12.0,"Mcarthur, Ottawa"
3829,Unknown,Large House Cheddar Salad,12.0,"Mclaughlin, Toronto"
116,Unknown,Large House Cheddar Salad,12.0,"Lonsdale, Vancouver"
15063,Unknown,Large Greek Salad,12.0,"Mcarthur, Ottawa"
1001,Unknown,Large Greek Salad,12.0,"Lonsdale, Vancouver"
4700,Unknown,Large Greek Salad,12.0,"Mclaughlin, Toronto"
10419,Unknown,Large Greek Salad,12.0,"Brewery Dist, Edmonton"
10421,Unknown,Large Chicken Caesar Salad,12.0,"Brewery Dist, Edmonton"
1003,Unknown,Large Chicken Caesar Salad,12.0,"Lonsdale, Vancouver"
4997,Unknown,Large Chicken Caesar Salad,12.0,"Mclaughlin, Toronto"
15064,Unknown,Large Chicken Caesar Salad,12.0,"Mcarthur, Ottawa"
441,Unknown,Large Caesar Salad,12.0,"Lonsdale, Vancouver"
4146,Unknown,Large Caesar Salad,12.0,"Mclaughlin, Toronto"
14209,Unknown,Large Caesar Salad,12.0,"Mcarthur, Ottawa"
8716,Unknown,Kohlrabi,3.23,"Mclaughlin, Toronto"
13745,Unknown,Kohlrabi,3.23,"Brewery Dist, Edmonton"
3167,Unknown,Kiwis,1.09,"Lonsdale, Vancouver"
8738,Unknown,Kiwis,1.09,"Mclaughlin, Toronto"
19488,Unknown,Kiwis,1.09,"Mcarthur, Ottawa"
984,Unknown,Kiwi Fruit,7.99,"Lonsdale, Vancouver"
14472,Unknown,Kiwi Fruit,6.99,"Mcarthur, Ottawa"
998,Unknown,Kale Spinach Pineapple Orange Blend,14.0,"Lonsdale, Vancouver"
1303,Unknown,Kale Spinach Pineapple Orange Blend,7.0,"Lonsdale, Vancouver"
2149,Unknown,Kale,3.99,"Lonsdale, Vancouver"
12024,Unknown,Kale,3.99,"Brewery Dist, Edmonton"
16403,Unknown,Kale,3.99,"Mcarthur, Ottawa"
6320,Unknown,Kale,3.99,"Mclaughlin, Toronto"
996,Unknown,Kabocha Squash,13.51,"Lonsdale, Vancouver"
10412,Unknown,Kabocha Squash,13.51,"Brewery Dist, Edmonton"
14020,Unknown,Jicama,3.99,"Mcarthur, Ottawa"
3816,Unknown,Jicama,3.99,"Mclaughlin, Toronto"
9560,Unknown,Jicama,4.23,"Brewery Dist, Edmonton"
5409,Unknown,Japanese Yams,6.26,"Mclaughlin, Toronto"
11116,Unknown,Japanese Yams,7.73,"Brewery Dist, Edmonton"
4699,Unknown,Jamaican Sweet Potatoes,5.28,"Mclaughlin, Toronto"
4695,Unknown,Jamaican Ginger,4.05,"Mclaughlin, Toronto"
15092,Unknown,Jalapeno Peppers,0.55,"Mcarthur, Ottawa"
5027,Unknown,Jalapeno Peppers,0.55,"Mclaughlin, Toronto"
10742,Unknown,Jalapeno Peppers,0.5,"Brewery Dist, Edmonton"
3801,Unknown,Italian Parsley,2.69,"Mclaughlin, Toronto"
133,Unknown,Italian Parsley,2.69,"Lonsdale, Vancouver"
16390,Unknown,Italian Eggplants,1.58,"Mcarthur, Ottawa"
6303,Unknown,Italian Eggplants,1.58,"Mclaughlin, Toronto"
5022,Unknown,Indian Okra,4.1,"Mclaughlin, Toronto"
7436,Unknown,Horseradish,6.94,"Mclaughlin, Toronto"
10715,Unknown,Honeydew Slices,6.0,"Brewery Dist, Edmonton"
5004,Unknown,Honeydew Slices,6.0,"Mclaughlin, Toronto"
14009,Unknown,Honeydew Melon Halves,6.0,"Mcarthur, Ottawa"
9546,Unknown,Honeydew Melon Halves,6.0,"Brewery Dist, Edmonton"
11559,Unknown,Honeydew Melon,6.99,"Brewery Dist, Edmonton"
16367,Unknown,Honeydew Melon,7.99,"Mcarthur, Ottawa"
2132,Unknown,Honeydew Melon,6.99,"Lonsdale, Vancouver"
14238,Unknown,Honeydew Cubed Small,6.0,"Mcarthur, Ottawa"
458,Unknown,Honeydew Cubed Small,6.0,"Lonsdale, Vancouver"
9880,Unknown,Honeydew Cubed Small,6.0,"Brewery Dist, Edmonton"
10094,Unknown,Honeycrisp Apples,2.11,"Brewery Dist, Edmonton"
14465,Unknown,Honeycrisp Apples,1.32,"Mcarthur, Ottawa"
4398,Unknown,Honeycrisp Apples,1.32,"Mclaughlin, Toronto"
475,Unknown,Honeycrisp Apples,2.11,"Lonsdale, Vancouver"
4173,Unknown,Honey Pitted Dates,4.99,"Mclaughlin, Toronto"
14237,Unknown,Honey Pitted Dates,4.99,"Mcarthur, Ottawa"
7427,Unknown,Homestyle Coleslaw with Yogurt Dressing,2.29,"Mclaughlin, Toronto"
17505,Unknown,Homestyle Coleslaw with Yogurt Dressing,2.29,"Mcarthur, Ottawa"
14008,Unknown,Hibiscus & Rose Hip Infused Lemonade ,6.0,"Mcarthur, Ottawa"
18115,Unknown,Heirloom Tomatoes,2.42,"Mcarthur, Ottawa"
8038,Unknown,Heirloom Tomatoes,2.42,"Mclaughlin, Toronto"
10385,Unknown,Hami Melons,14.75,"Brewery Dist, Edmonton"
971,Unknown,Hami Melons,14.75,"Lonsdale, Vancouver"
4693,Unknown,Hami Melons,14.75,"Mclaughlin, Toronto"
15073,Unknown,Halo Mandarin,9.99,"Mcarthur, Ottawa"
4688,Unknown,Halo Mandarin,9.99,"Mclaughlin, Toronto"
10108,Unknown,"Halloom Pineapple Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
9895,Unknown,Guava,6.05,"Brewery Dist, Edmonton"
14457,Unknown,Guava,7.71,"Mcarthur, Ottawa"
11548,Unknown,Grilling Veggie Kabobs,8.0,"Brewery Dist, Edmonton"
4676,Unknown,Grilled Chicken Caesar Salad,2.29,"Mclaughlin, Toronto"
15071,Unknown,Grilled Chicken Caesar Salad,2.29,"Mcarthur, Ottawa"
2143,Unknown,"Greenhouse Peppers, Yellow",2.75,"Lonsdale, Vancouver"
16380,Unknown,"Greenhouse Peppers, Yellow",2.2,"Mcarthur, Ottawa"
5860,Unknown,"Greenhouse Peppers, Yellow",2.2,"Mclaughlin, Toronto"
11569,Unknown,"Greenhouse Peppers, Yellow",2.75,"Brewery Dist, Edmonton"
16907,Unknown,"Greenhouse Peppers, Orange",2.11,"Mcarthur, Ottawa"
6823,Unknown,"Greenhouse Peppers, Orange",2.11,"Mclaughlin, Toronto"
685,Unknown,"Greenhouse Peppers, Orange",2.64,"Lonsdale, Vancouver"
12032,Unknown,"Greenhouse Peppers, Orange",2.64,"Brewery Dist, Edmonton"
5824,Unknown,Greenbelt Organic Super Crunch,5.99,"Mclaughlin, Toronto"
15886,Unknown,Greenbelt Organic Super Crunch,5.99,"Mcarthur, Ottawa"
16362,Unknown,Greenbelt Organic Arugula,5.99,"Mcarthur, Ottawa"
5844,Unknown,Greenbelt Organic Arugula,5.99,"Mclaughlin, Toronto"
13739,Unknown,Green Swiss Chard,4.99,"Brewery Dist, Edmonton"
18795,Unknown,Green Swiss Chard,3.99,"Mcarthur, Ottawa"
3143,Unknown,Green Swiss Chard,4.99,"Lonsdale, Vancouver"
8708,Unknown,Green Swiss Chard,3.99,"Mclaughlin, Toronto"
21,Unknown,Green Seedless Grapes,13.47,"Lonsdale, Vancouver"
13786,Unknown,Green Seedless Grapes,13.47,"Mcarthur, Ottawa"
3722,Unknown,Green Seedless Grapes,13.47,"Mclaughlin, Toronto"
9437,Unknown,Green Seedless Grapes,13.47,"Brewery Dist, Edmonton"
1328,Unknown,Green Peppers,5.99,"Lonsdale, Vancouver"
10745,Unknown,Green Peppers,5.99,"Brewery Dist, Edmonton"
4,Unknown,Green Onion,1.99,"Lonsdale, Vancouver"
3704,Unknown,Green Onion,1.49,"Mclaughlin, Toronto"
9420,Unknown,Green Onion,1.99,"Brewery Dist, Edmonton"
13770,Unknown,Green Onion,1.49,"Mcarthur, Ottawa"
17471,Unknown,Green Leaf Lettuce,3.99,"Mcarthur, Ottawa"
2597,Unknown,Green Leaf Lettuce,3.99,"Lonsdale, Vancouver"
6864,Unknown,Green Leaf Lettuce,3.99,"Mclaughlin, Toronto"
12046,Unknown,Green Leaf Lettuce,3.99,"Brewery Dist, Edmonton"
18099,Unknown,Green Garlic,5.99,"Mcarthur, Ottawa"
7434,Unknown,Green Garlic,5.99,"Mclaughlin, Toronto"
2607,Unknown,Green Beans,0.5,"Lonsdale, Vancouver"
