id,product brand,product name,ottowa_price,brand id
14468,Unknown,Cauliflower Florets,6.0,1
14740,Unknown,Cauliflower And Broccoli,6.0,1
13787,Unknown,Cauliflower,4.99,1
15470,Unknown,Cassava,3.73,1
14471,Unknown,Carrots & Cucumber,6.0,1
13796,Farmer's Market,Carrots,3.99,3
15451,Farmer's Market,Carrot Chips,2.99,3
15100,Unknown,Caribbean Avocado,3.99,1
16894,Marzetti,Caramel Dip Snack,6.49,6
15490,Unknown,Car Cara Orange,6.49,1
15887,Unknown,Cantaloupe Slices,6.0,1
13804,Unknown,Cantaloupe,5.99,1
14239,Fresh Attitude,Caesar Salad with Toppings Single Sized,5.99,18
14761,Unknown,Caesar Salad Mini,5.0,1
13901,President's Choice,Caesar Salad Kit,5.99,2
16887,PC Blue Menu,Caesar Salad Kit,5.99,8
15478,Unknown,Caesar Salad Family Size,17.0,1
14219,Unknown,Cactus Pears 12X4ct,3.99,1
19494,Unknown,"Cabbage, Green",4.77,1
17508,Bolthouse,C-Boost,6.99,7
15453,Unknown,Butternut Squash Crinkle Fries,7.0,1
14485,Unknown,Butternut Squash,12.38,1
17479,Unknown,Buttercup Squash,10.06,1
16930,Unknown,Brussels Sprouts,0.3,1
15460,Unknown,Brussel Sprouts with Red Onions,7.0,1
16391,Unknown,Broccolini,3.99,1
18799,President's Choice,Broccoli Slaw,4.49,2
16395,President's Choice,Broccoli Florets,9.99,2
14244,President's Choice,Broccoli Florets,4.99,2
13795,Unknown,Broccoli Crowns,3.34,1
13800,Unknown,Broccoli,3.99,1
13896,Unknown,Bombay Chicken Salad,6.18,1
15888,Unknown,Bok Choy,2.98,1
14227,Unknown,Blueberry Parfait,5.0,1
15924,Unknown,Blueberries 1/2 pint,3.99,1
13792,Unknown,Blueberries 1 pint,5.99,1
18130,Unknown,Blueberries,8.99,1
17484,PC Organics,Blueberries,4.99,21
18782,Bolthouse,Blue Goodness,6.99,7
15104,President's Choice,Blood Oranges,7.99,2
16925,Unknown,Blood Orange Tarocco,2.89,1
14727,Unknown,Blackberries 1 pint,8.99,1
13813,President's Choice,Blackberries,4.99,2
13878,Unknown,Black Figs,1.29,1
13883,Unknown,Black Figs,7.99,1
16365,Bolthouse,Berry Boost Juice,4.99,7
15082,Bolthouse,Berry Boost,6.99,7
18100,Unknown,Bean Runner,4.99,1
14476,President's Choice,Bay Leaf,2.99,2
14445,Unknown,Basil,4.99,1
13791,Unknown,Bartlett Pears,1.38,1
15085,Unknown,Bartlett Pears,5.99,1
15084,Unknown,Bard Valley Natural Delights Pitted Medjool Dates,9.99,1
19487,President's Choice,Barbecue Ranch Chopped Salad Kit,6.99,2
13767,Unknown,"Bananas, Bunch",1.75,1
15102,President's Choice,Balsamic Vinaigrette Pouch,0.59,2
19486,President's Choice,Bacon Caesar Chop Salad Kit,6.99,2
13865,President's Choice,Baby Spinach And Tender Red Lettuce,4.99,2
14017,President's Choice,Baby Spinach,6.49,2
14454,President's Choice,Baby Spinach,4.99,2
15096,Unknown,Baby Peeled Carrots,5.99,1
14200,Unknown,Baby Eggplants (1 pack),2.77,1
18792,Unknown,Baby Bok Choy,4.35,1
18794,PC Organics,Baby Arugula,4.99,21
14240,PC Organics,"Avocados, Bag",6.99,21
13776,Unknown,Avocados Bag,5.99,1
17464,President's Choice,Avocado Ranch Chopped Salad Kit,6.99,2
16363,Unknown,Avocado,2.99,1
16400,Unknown,Ataulfo Mango,1.99,1
13772,Unknown,Asparagus,5.19,1
13887,Earthbound Farms Organic,Asian Salad,7.49,36
14449,PC Organics,Arugula & Baby Spinach Salad Mix,4.99,21
16920,President's Choice,Arugula,4.99,2
15107,Unknown,Apricots,0.92,1
15101,Unknown,Apple Cosmic Crisp,2.11,1
14461,President's Choice,Apple Cider Vin Pouch 45 Ml,0.59,2
13880,Farmer's Market,Ambrosia Apples,8.99,3
13891,President's Choice,Ambrosia Apples,1.21,2
15457,Bolthouse,Amazing Mango,6.99,7
18118,Bolthouse,Amazing Mango,9.99,7
18767,Unknown,Alphonso mango,5.99,1
17481,Unknown,Acorn Squash,5.54,1
15879,Unknown,Abate Fetel Pears,1.58,1
14474,President's Choice,50-50 Blend - A Blend of Baby Spinach and Field Greens,6.49,2
16915,POM Wonderful,100% Pomegranate Juice,14.99,13
14760,POM Wonderful,100% Pomegranate Juice,6.99,13
19482,Bolthouse,100% Carrot,6.99,7
