product id,product name,Edmonton,Vancouver,Ottawa,Toronto
457,Okra,1.21,1.21,NaN,NaN
458,Okra (1 pack),NaN,NaN,NaN,5.08
459,"Onions, Medium",NaN,30.49,NaN,NaN
460,Ontario Baby Spinach,NaN,NaN,5.99,5.99
461,Ontario Greenhouse-Grown Strawberries,6.99,6.99,5.99,5.99
462,Ontario Spring Mix,NaN,NaN,5.99,NaN
463,Orange Juice,12.0,12.0,NaN,NaN
464,Orange Wedges Small,5.0,NaN,5.0,NaN
465,Oranges Wedges,7.0,NaN,NaN,NaN
466,Oregano,NaN,3.29,2.99,2.99
467,Org Kom Rasp Lemn 700Ml,5.99,5.99,5.99,5.99
468,Organic Asparagus,6.99,6.99,NaN,6.99
469,Organic Baby King Oyster Mushrooms,NaN,NaN,NaN,5.99
470,"Organic Bananas, Bunch",2.88,2.88,2.88,2.88
471,Organic Bartlett Pears,NaN,NaN,NaN,1.76
472,Organic Basil,3.29,3.29,NaN,NaN
473,Organic Beet Bunch,NaN,NaN,5.99,5.99
474,Organic Black Kale,NaN,NaN,4.99,4.99
475,Organic Black Oyster Whole Mushrooms,NaN,NaN,3.99,3.99
476,Organic Blackberries,6.49,6.49,5.99,NaN
477,Organic Booster Farma-C+,NaN,NaN,14.99,3.99
478,Organic Booster Inside Job,NaN,NaN,3.99,3.99
479,Organic Booster Lullaby,NaN,NaN,3.99,3.99
480,Organic Broccoli,6.99,6.99,5.99,5.99
481,Organic Broccoli Florets,6.99,NaN,6.99,6.99
482,Organic Brussel Sprouts,9.99,NaN,NaN,6.99
483,Organic Button White Mushrooms,4.99,NaN,3.99,3.99
484,Organic Cantaloupe,6.99,NaN,NaN,6.99
485,Organic Carrots,4.49,4.49,4.69,4.69
486,Organic Carrots Bunched,4.99,4.99,4.99,4.99
487,Organic Cauliflower,7.49,7.49,6.99,6.99
488,Organic Chives,NaN,3.29,NaN,NaN
489,Organic Collard Greens,NaN,NaN,NaN,4.99
490,Organic Cooked Beets,6.99,6.99,4.99,4.99
491,Organic Cremini Mushrooms,8.99,NaN,8.99,8.99
492,Organic Cucumber Mini,6.99,NaN,5.99,NaN
493,Organic Curly Parsley,NaN,3.99,3.99,3.99
494,Organic Dairy Free Shake Rococoa,NaN,NaN,7.99,7.99
495,Organic Dates,NaN,NaN,NaN,6.99
496,Organic Dried Apricots,NaN,NaN,NaN,5.99
497,Organic Dried Dates,NaN,NaN,NaN,5.99
498,Organic Dried Figs,NaN,NaN,NaN,5.99
499,Organic English Cucumber,NaN,NaN,3.99,3.99
500,"Organic English Cucumber, Pack of 2",6.99,6.99,NaN,NaN
501,Organic Enoki Mushrooms,NaN,NaN,4.49,4.49
502,Organic Fennel,NaN,NaN,6.99,NaN
503,Organic Field Greens & Baby Spinach - Salad Mix,6.99,6.99,6.99,6.99
504,Organic French Beans,NaN,NaN,6.49,6.49
505,Organic Garlic,NaN,3.49,3.99,NaN
506,Organic Ginger,NaN,3.79,NaN,3.99
507,Organic Gold Beet Bunch,NaN,NaN,5.99,NaN
508,Organic Granny Smith Apples,NaN,NaN,1.67,NaN
509,Organic Grape Tomatoes,NaN,NaN,9.99,9.99
510,Organic Green Beans,NaN,NaN,6.99,6.99
511,Organic Green Cabbage,11.53,NaN,NaN,7.68
512,Organic Green Dandelion,NaN,NaN,4.99,4.99
513,Organic Green Kale,4.99,4.99,4.99,4.99
514,Organic Green Kiwi,5.99,NaN,NaN,NaN
515,Organic Green Onions,1.99,1.99,2.29,NaN
516,Organic Iceberg Lettuce,4.99,4.99,4.99,4.99
517,Organic Italian Parsley,NaN,NaN,NaN,3.99
518,Organic King Oyster Sliced Mushrooms,NaN,NaN,5.99,5.99
519,Organic Leeks,6.99,6.99,5.99,5.99
520,Organic Lemons,6.99,6.99,6.99,6.99
521,Organic Lime,5.99,5.99,6.99,NaN
522,Organic Mango,3.49,NaN,NaN,2.99
523,Organic Mango Passionfruit Kombucha,5.99,5.99,5.99,5.99
524,Organic Medjool Dates,11.99,11.99,11.99,11.99
525,Organic Mini Carrots 1lb Bag,NaN,NaN,3.99,NaN
526,Organic Mint,3.29,3.29,2.99,2.99
527,Organic Mint Potted,NaN,NaN,NaN,3.99
528,Organic Mushroom Umami Mix,NaN,8.99,NaN,4.99
529,Organic Oregano Potted,NaN,NaN,NaN,3.99
530,Organic Peppers,6.99,6.99,6.99,6.99
531,Organic Peppers Mini 227G,NaN,NaN,6.99,6.99
532,Organic Pink Grapefruit Smoothie,NaN,NaN,3.99,3.99
533,Organic Rainbow Carrots,5.99,5.99,NaN,5.99
534,Organic Rainbow Swiss Chard,4.99,4.99,4.99,4.99
535,Organic Raspberries 1/2 pint,6.49,6.49,5.99,NaN
536,Organic Raspberry Lemon Kombucha,NaN,NaN,3.99,3.99
537,Organic Red Onions,NaN,NaN,NaN,5.49
538,Organic Red Potatoes,6.99,6.99,7.99,7.99
539,Organic Roma Tomatoes,NaN,5.99,NaN,NaN
540,Organic Rosemary,3.29,3.29,NaN,2.99
541,Organic Rosemary Potted,NaN,NaN,NaN,3.99
542,Organic Russet Potatoes,5.49,NaN,NaN,NaN
543,Organic Sage,NaN,NaN,NaN,3.99
544,Organic Shake Vanilla Almond Brekky,NaN,NaN,7.99,7.99
545,Organic Spaghetti Squash,13.77,13.77,NaN,11.8
546,Organic Strawberries 1 LB,8.99,8.99,6.99,6.99
547,Organic Sweet Potatoes 3lb Bag,9.99,9.99,6.99,6.99
548,Organic Swiss Chard Greens,NaN,NaN,4.99,4.99
549,Organic Thai Basil Potted,NaN,NaN,NaN,3.99
550,Organic Thyme,3.29,3.29,2.99,2.99
551,Organic Tomato On The Vine Red (1 Bunch),NaN,7.92,7.92,7.92
552,Organic White Mushrooms,NaN,3.49,NaN,3.69
553,Organic White Stuffer Mushrooms,NaN,NaN,NaN,5.99
554,Organic Whole Cremini Mushroooms,6.49,6.49,NaN,NaN
555,Organic Yellow Potatoes,6.99,6.99,7.99,7.99
556,"Organic, Red Kale",NaN,NaN,4.99,4.99
557,Organics Baby Cut Carrots,6.79,6.79,6.49,6.49
558,Organics Baby Spinach,6.99,6.99,6.99,6.99
559,Organics Field Greens Salad Mix,4.99,6.99,4.99,6.99
560,Organics Multicolour Carrots,NaN,NaN,5.99,5.99
561,Organics Portobello Mushroom Caps,6.99,NaN,5.99,5.99
562,Organics Sliced Cremini Mushrooms,3.99,3.99,3.69,NaN
563,Organics Sliced Portobello Mushrooms,5.49,NaN,NaN,5.99
564,Organics Whole Button Cremini Mushrooms,4.29,4.29,3.99,3.99
565,Organics Whole Cremini Mushrooms,3.49,NaN,3.69,3.69
566,Organics Whole Oyster Mushrooms,4.99,NaN,3.99,3.99
567,Organics Whole Shitake Mushrooms,4.99,4.99,4.99,4.99
568,Organics Whole White Mushrooms,8.99,8.99,8.99,8.99
569,Organics Yellow Onions,4.99,4.99,4.99,4.99
570,Original Greek Acropolis Salad,NaN,NaN,5.73,5.73
571,Oven BBQ Ready Garlic Herb Potatoes,NaN,NaN,4.99,4.99
572,Oven BBQ Ready Onion Chive Potatoes,NaN,NaN,4.99,4.99
573,Papaya,7.14,7.14,5.71,5.71
574,Parsnip,NaN,NaN,1.92,NaN
575,Parsnips 1lb Bag,NaN,NaN,5.99,5.99
576,Parsnips 2lb Bag,6.49,6.49,NaN,NaN
577,Passion Fruit,2.49,2.49,1.99,NaN
578,Paste Basil,5.99,NaN,5.99,5.99
579,Paste Chunky Garlic,5.99,NaN,NaN,5.99
580,Paste Cilantro,5.99,5.99,5.99,5.99
581,Paste Garlic,5.99,NaN,5.99,5.99
582,Paste Ginger,5.99,NaN,5.99,5.99
583,Paste Italian Herbs,5.99,5.99,5.99,5.99
584,Paste Lemongrass,5.99,NaN,5.99,5.99
585,Paste Thai Seasoning,5.99,NaN,NaN,5.99
586,Pea Shoots,NaN,NaN,4.79,NaN
587,Peach Kombucha,NaN,NaN,5.99,5.99
588,Peaches,8.99,8.99,8.99,8.99
589,Pearl Onion,NaN,NaN,2.99,2.99
590,Pencil Hot Hot Peppers,NaN,NaN,4.99,4.99
591,"Peppers, Mini",4.99,NaN,NaN,5.99
592,Physalis (Gooseberries),NaN,NaN,4.99,4.99
593,Pick-Me-Up For Energy Multipack,NaN,NaN,14.99,14.99
594,Pineapple,5.99,5.99,5.49,5.49
595,Pineapple Cubed Large,10.0,10.0,10.0,10.0
596,Pineapple Cubed Small,6.0,6.0,6.0,6.0
597,Pineapple Orange Raspberry Juice,6.0,NaN,NaN,NaN
598,"Pineapple Vegetable Kebab, 2 pack",6.0,NaN,NaN,NaN
599,"Pineapple Vegetable Kebab, 4 pack",10.0,10.0,NaN,NaN
600,Pineapple/Straws Large,10.0,NaN,10.0,10.0
601,Pink Lady Apples,1.38,1.38,1.61,1.61
602,Pink Lady Apples 5lb Bag,11.99,11.99,NaN,NaN
603,Pistachios Lightly Salted,12.99,NaN,NaN,11.99
604,Pistachios No Shells Chili Roasted,9.99,9.99,NaN,8.99
605,Pistachios No Shells Honey Roasted,NaN,NaN,8.99,8.99
606,Pistachios No Shells Roasted Light Salt,9.99,9.99,8.99,NaN
607,"Pistachios, Roasted & Unsalted",NaN,NaN,NaN,6.49
608,"Pistachios, Salt & Pepper",NaN,6.99,NaN,6.49
609,Pitted Honey Dates,7.99,7.99,6.99,6.99
610,Plant-Based Collagen Booster Glow,NaN,NaN,3.99,3.99
611,"Plantains, Single",1.16,1.16,NaN,NaN
612,Poblano Hot Peppers,5.99,NaN,4.99,4.99
613,Pomegranate,4.99,4.99,3.99,3.99
614,Pomegranate Juice,NaN,9.99,NaN,9.99
615,Popeye Baby Spinach Mix,4.49,4.49,NaN,NaN
616,Popeye Select Spinach,11.99,11.99,11.99,11.99
617,Poppyseed Pouch 44Ml,NaN,NaN,0.59,0.59
618,Potato Baking Tray,4.99,4.99,NaN,4.99
619,Potato Salad New Orleans,NaN,NaN,2.29,2.29
620,Premium Baby Spinach With Chicken,9.0,9.0,9.0,NaN
621,Premium Baby Spinach With Fruit & Nuts,9.0,9.0,NaN,NaN
622,Premium Caesar Salad,NaN,9.0,NaN,9.0
623,Premium Chicken BLT,9.0,9.0,9.0,9.0
624,Premium Chicken Caesar Salad,9.0,9.0,NaN,9.0
625,Premium Garden Veg Romaine,9.0,NaN,9.0,9.0
626,Premium Garden Vegetable Spring Mix With Chicken Salad,9.0,NaN,NaN,NaN
627,Premium Garden Vegetable With Cheese,9.0,NaN,9.0,NaN
628,Premium Greek Classic,9.0,9.0,9.0,9.0
629,Premium Large Vetable Platter (Minimum 24 Hours Notice Required),40.0,NaN,40.0,NaN
630,Premium Radicchio,9.0,NaN,NaN,NaN
631,Premium Sweet Kale Power Salad,9.0,NaN,9.0,NaN
632,Premium Taco Salad,NaN,NaN,NaN,9.0
633,Probiotic Hydrator Blue Lemonade,NaN,NaN,4.99,NaN
634,Pumpernickel Snack,NaN,NaN,6.0,NaN
635,Purple Eggplants,3.76,3.76,3.13,3.13
636,Radicchio Lettuce,3.41,3.41,3.41,NaN
637,Radicchio Treviso,NaN,NaN,11.0,11.0
638,Radish,3.99,3.99,2.99,2.99
639,Radishes,2.69,2.69,2.49,2.49
640,Ranch Pouch 44Ml,0.59,0.59,0.59,0.59
641,Ranch Refrigerated Dip,NaN,5.99,5.99,5.99
642,Rapini,NaN,4.99,3.99,3.99
643,Raspberries 1/2 pint,5.49,5.49,NaN,NaN
644,Raspberry Banana Parfait,5.0,5.0,5.0,NaN
645,Raspberry Pint,8.99,NaN,7.99,7.99
646,"Raw, Organic Juice Deep Roots",NaN,NaN,7.99,7.99
647,"Raw, Organic Juice Farma-C",NaN,NaN,NaN,7.99
648,"Raw, Organic Juice Gatsby",NaN,NaN,7.99,NaN
649,"Raw, Organic Juice the Good",NaN,NaN,7.99,NaN
650,"Raw, Unsalted Pumpkin Seeds",2.29,2.29,2.29,2.29
651,"Raw, Unsalted Sunflower Seeds",2.29,NaN,2.29,2.29
652,"Ready Veggie, Kale Blend",5.99,5.99,5.99,NaN
653,Red Anjou Pears,NaN,NaN,1.54,1.54
654,"Red Bananas, Bunch",NaN,NaN,3.74,3.74
655,Red Beets,1.04,1.04,1.04,1.04
656,"Red Beets, Bunched",4.99,NaN,4.99,4.99
657,Red Cabbage,5.84,5.84,4.96,4.96
658,Red Cherries,13.71,13.71,7.83,7.83
659,Red Delicious Apples,1.38,1.38,1.38,NaN
660,Red Delicious Apples 3lb Bag,7.99,7.99,NaN,NaN
661,Red Fresno Hot Peppers,5.99,NaN,NaN,NaN
662,Red Goodness,6.99,6.99,6.99,6.99
663,Red Grapefruit,2.99,7.99,2.99,9.99
664,Red Leaf Lettuce,3.99,3.99,NaN,NaN
665,Red Onion,2.44,2.44,2.19,2.19
666,Red Onions,6.99,NaN,5.49,5.49
667,Red Peppers,2.64,2.64,2.11,2.11
668,Red Potatoes,6.99,6.99,5.99,5.99
669,Red Potatoes 10lb Bag,8.49,NaN,6.99,6.99
670,Red Prince Apple,NaN,NaN,9.99,9.99
671,Red Seeded Watermelon,NaN,NaN,12.99,12.99
672,Red Seedless Grapes,13.08,NaN,NaN,NaN
673,Red Seedless Watermelon,8.99,8.99,7.99,7.99
674,Red Swiss Chard,4.99,NaN,3.99,3.99
675,Red Thai Hot Peppers,5.99,5.99,4.99,4.99
676,Rhubarb,5.99,5.99,6.99,6.99
677,Roasted Chestnuts,NaN,NaN,NaN,2.99
678,Roasted Corn & Pepper Quinoa,NaN,NaN,9.62,9.62
679,Roasted Peanuts In Shell,13.99,NaN,11.99,NaN
680,"Roasted Peanuts, No Salt",7.99,NaN,6.99,6.99
681,Roma Tomatoes,0.79,0.79,0.66,0.66
682,"Romaine Heart, 3 Pack",3.99,3.99,NaN,2.99
683,Romaine Hearts,9.99,NaN,NaN,9.99
684,Romaine Lettuce,3.99,3.99,3.49,3.49
685,Romaine Lettuce Hearts,NaN,7.99,6.99,6.99
686,Romaine Salad,4.99,4.99,4.49,4.49
687,Romaine Salad Family Size,15.0,15.0,15.0,15.0
688,"Root Harvest Mix (cubed Parsnip, Carrots, Butternut Squash, Yams, Red Onions, Celery)",7.0,NaN,7.0,NaN
689,Rose Spring Salad Mix,NaN,4.99,NaN,NaN
690,Rosemary,3.29,3.29,2.99,2.99
691,Royal Gala Apples,1.38,1.38,1.15,1.15
692,Ruby Little Gems Potatoes,4.99,NaN,4.99,4.99
693,Russet Potato,2.36,2.36,2.36,2.36
694,Russet Potatoes,8.99,8.99,5.99,5.99
695,Rutabaga,NaN,6.28,NaN,4.52
696,Sage,3.29,3.29,2.99,NaN
697,Salad Kit Chopped Sesame Wonton,6.99,6.99,6.99,NaN
698,Salad Kit Sweet Kale Club Size,8.99,8.99,NaN,NaN
699,Salted California Pistachios,6.49,6.49,5.99,5.99
700,Salted Virginia Peanuts,4.99,NaN,NaN,3.99
701,"Salted, Dry Roasted California Pistachios",NaN,26.99,NaN,NaN
702,Savory,NaN,NaN,2.99,NaN
703,Savoy Cabbage,5.35,5.35,NaN,4.28
704,Scotch Bonnet Hot Peppers,NaN,NaN,NaN,4.99
705,Sea Salt Pistachios,7.99,NaN,7.99,7.99
706,Seafood Vinaigrette Salad,NaN,NaN,4.58,4.58
707,Seeded Watermelon Halves,NaN,NaN,7.99,NaN
708,Seedless Lemons,NaN,NaN,5.99,5.99
709,Seedless Mandarins,NaN,0.82,NaN,NaN
710,Seedless Watermelon Halves,NaN,NaN,7.0,7.0
711,Seedless Watermelon Sliced,NaN,NaN,3.79,NaN
712,Shallots,NaN,NaN,5.99,5.99
713,Shanghai Bok Choy,4.63,NaN,4.22,4.22
714,Shanghai Bok Choy Jr.,6.6,6.6,NaN,3.95
715,Shishito Peppers,NaN,NaN,NaN,4.99
716,"Shrimp & Bacon Caesar Salad, Mini",NaN,5.0,NaN,NaN
717,Sliced and Whole Bistro Blend Mushrooms,NaN,NaN,6.99,6.99
718,Small Cubed Cantaloupe,NaN,NaN,6.0,6.0
719,"Smoothie, Green Vibes",NaN,NaN,8.99,8.99
720,"Snack Cup, Veggies & Dip",6.0,6.0,NaN,NaN
721,Snack Platter,8.0,8.0,8.0,NaN
722,Snack Platter Vegetables,6.0,NaN,6.0,NaN
723,Snap Peas,5.99,5.99,5.99,8.99
724,Snow Peas,5.99,5.99,5.99,4.99
725,Solo Papaya,7.99,7.99,NaN,NaN
726,"Sonata, Sweet Mini Peppers",NaN,NaN,3.99,3.99
727,Sour Cabbage Head,11.74,11.74,NaN,NaN
728,Southwest Ranch Veggie Dip,1.49,1.49,NaN,1.49
729,Southwest Salad Kit,6.99,6.99,6.99,NaN
730,"Southwestern Chicken Salad, Family Size",NaN,17.0,NaN,17.0
731,Southwestern Iceberg Salad with Chicken,NaN,NaN,17.0,NaN
732,Soy Sprouts,NaN,1.99,NaN,NaN
733,Spaghetti Squash,8.3,8.3,8.3,8.3
734,Spanish Onion,NaN,NaN,1.81,1.81
735,Spartan Apples,NaN,NaN,7.99,7.99
736,Spicy Mustard Medley,NaN,NaN,4.79,4.79
737,Spinach Veggie Dip,NaN,NaN,1.29,NaN
738,"Spinach, Bunched",2.99,2.99,3.49,3.49
739,Spring Herb Vinagrette Pouch,NaN,NaN,NaN,0.59
740,Spring Mix,4.99,4.99,4.99,6.49
741,Spring Mix Salad with Toppings Single Sized,6.99,6.99,5.99,5.99
742,Star Fruit,NaN,NaN,2.99,2.99
743,Steak & Blue Cheese Salad,NaN,NaN,9.0,NaN
744,Steak & Egg Salad,9.0,NaN,NaN,NaN
745,"Steak & Egg Salad, Family Size",19.0,NaN,NaN,NaN
746,"Steak and Blue Cheese Salad, Large",NaN,NaN,13.0,NaN
747,"Stir Fry Vegetable Mix (Peppers,Mushrooms & Onion Mix)",6.0,6.0,6.0,NaN
748,Strawberries 1LB,6.49,6.49,NaN,NaN
749,Strawberries 2LB,9.99,9.99,8.99,8.99
750,Strawberries Small,6.0,NaN,NaN,NaN
751,Strawberry Banana,9.99,6.99,4.99,4.99
752,Strawberry Parfait,5.0,5.0,5.0,5.0
753,Sugar Snap Peas  ,10.99,10.99,NaN,NaN
754,Sun Rich Sliced Red Apples,6.0,NaN,NaN,6.0
755,Sundried Tomatoes,NaN,NaN,2.99,NaN
756,Sunflower Bacon Crunch Chopped Salad Kit,6.99,6.99,6.99,6.99
757,Suntech Tomato,NaN,NaN,1.76,NaN
758,Super Tea Pomegranate Peach Passion White Tea,11.99,11.99,11.99,11.99
759,Sweet Baby Cauliflower,NaN,NaN,3.99,3.99
760,Sweet Baby Lettuce,NaN,NaN,4.99,4.99
761,Sweet Broccoli Tender Stems,NaN,NaN,5.99,NaN
762,Sweet Cauliflower Tender Stems,NaN,NaN,5.99,NaN
763,Sweet Chili Refrigerated Dip,5.99,5.99,5.99,5.99
764,Sweet Green Peppers,3.08,3.08,2.46,2.46
765,Sweet Kale,9.0,9.0,NaN,NaN
766,Sweet Kale Salad Family Size,NaN,17.0,17.0,17.0
767,Sweet Kale Salad Kit,6.49,6.49,5.99,5.99
768,Sweet Nantes Carrots,NaN,NaN,3.99,3.99
769,Sweet Onion,3.03,3.03,2.73,2.73
770,"Sweet Onion Vinaigrette, Pouch",NaN,NaN,0.59,0.59
771,Sweet Potato,3.46,3.46,2.49,2.49
772,Sweet Potato Crinkle Fries,NaN,NaN,7.0,NaN
773,Sweet Potatoes,9.99,9.99,5.99,5.99
774,Taiwanese Flat Cabbage,3.97,NaN,NaN,4.96
775,Tamarinds,5.99,NaN,5.99,5.99
776,"Taro Root, Medium",NaN,NaN,16.46,16.46
777,Tarragon,3.29,3.29,NaN,2.99
778,The Built,NaN,NaN,NaN,12.0
779,The Chop,NaN,NaN,NaN,12.0
780,Thyme,3.29,3.29,2.99,2.99
781,Tiffany Gate Feta Fiesta Kale Salad,NaN,NaN,2.29,2.29
782,Tiffany Gate Golden Chickpea Salad,NaN,2.29,NaN,NaN
783,Tiffany Gate Italian Gemelli Salad,NaN,NaN,2.29,NaN
784,Tomato Beefsteak Red,1.47,1.47,1.47,1.47
785,Tomato Bocconcini Salad,9.0,NaN,NaN,NaN
786,Tomato Grape Cherub,6.99,NaN,NaN,NaN
787,Tomato On The Vine Red (1 Bunch),4.68,4.68,2.33,2.33
788,Tomato Sugar Bomb,NaN,NaN,6.99,6.99
789,Tomatoes,NaN,NaN,6.99,NaN
790,Turkish Pearl Couscous Salad,NaN,NaN,5.61,5.61
791,Turmeric,NaN,NaN,4.32,4.32
792,Turnips,2.5,NaN,2.92,2.92
793,Ultraviolet Organic Kombucha,NaN,NaN,9.99,9.99
794,Unsalted California Pistachios,11.99,11.99,10.99,10.99
795,Vanilla Chai Tea,NaN,6.99,6.99,6.99
796,Variety Pack Tomatoes,8.99,8.99,NaN,NaN
797,Vegetable Medley,8.99,5.49,5.49,5.49
798,Vegetable Platter Large,NaN,21.0,21.0,NaN
799,"Veggie Dip, Light Ranch",5.99,5.99,5.99,5.99
800,"Veggie Dip, Ranch",NaN,5.99,5.99,5.99
801,"Veggie Dip, Ranch Snack Pack",NaN,6.99,6.99,6.99
802,"Veggie Dip, Southwest Ranch",5.99,5.99,5.99,5.99
803,"Veggie Dip, Spinach",5.99,5.99,5.99,5.99
804,"Veggie Platter, Small",NaN,15.0,NaN,14.0
805,Veggie Tripack,14.0,14.0,14.0,NaN
806,Vero Tomato,NaN,NaN,6.99,6.99
807,Villagio Marzano Tomatoes,7.99,7.99,NaN,NaN
808,Washed Lettuce Crispies & Crunchies,5.99,5.99,NaN,NaN
809,Watercress,3.99,NaN,NaN,2.49
810,Watermelon Cubed Large,9.0,9.0,10.0,NaN
811,Watermelon Cubed Small 300G,NaN,6.0,NaN,6.0
812,Watermelon Quarters,NaN,NaN,6.28,NaN
813,White Flesh Nectarine,1.06,1.06,1.85,1.85
814,White Mushrooms,0.36,0.36,NaN,NaN
815,White Onion,2.44,2.44,2.19,2.19
816,White Peaches,2.31,2.31,2.31,2.31
817,White Potatoes,2.37,8.49,2.37,2.37
818,White Yams,NaN,NaN,6.05,6.05
819,"Wonderful Pistachios, Roasted & Salted",NaN,6.99,6.49,6.49
820,"Wonderful Pistachios, Shelled",NaN,NaN,NaN,8.99
821,"Wonderful Pistachios, Sweet Chili",6.99,6.99,NaN,6.49
822,Yellow Asian Pears,2.46,2.46,2.46,NaN
823,Yellow Beans,NaN,NaN,NaN,5.99
824,Yellow Caribe Hot Peppers,NaN,5.99,NaN,NaN
825,Yellow Dragon Fruit,6.99,NaN,5.99,5.99
826,Yellow Hot Hot Peppers,NaN,NaN,4.99,4.99
827,Yellow Mini Potatoes,4.99,4.99,4.99,4.99
828,Yellow Nectarines,2.16,NaN,NaN,NaN
829,Yellow Onion,NaN,NaN,1.54,1.54
830,Yellow Onions,3.49,3.49,2.99,2.99
831,Yellow Onions Diced,4.0,NaN,NaN,NaN
832,Yellow Peaches,3.08,3.08,NaN,NaN
833,Yellow Potato 10lb Bag,8.49,NaN,NaN,NaN
834,Yellow Potatoes,6.99,1.78,6.99,6.99
835,"Yellow Russet Potatoes, 10 Lbs",NaN,NaN,NaN,6.99
836,Yellow Yams,NaN,NaN,6.05,6.05
837,Zucchini,1.85,1.85,1.66,1.66
838,"Zucchini Pepper Kebab, 2 pack",6.0,NaN,NaN,NaN
839,"Zucchini Pepper Kebab, 4 pack",10.0,NaN,NaN,NaN
